datetime,latitude,longitude,depth,latitude_err,longitude_err,depth_err,type,deep_nest,comments,day,month
1975-11-28 15:29:00,43.5,55.5,844.0,2.9,9.5,33.0,Deep Moonquake,6,,1975-11-28,1975-11
1975-11-28 18:27:00,,,,,,,,,,1975-11-28,1975-11
1975-11-29 00:32:00,27.5,34.3,919.0,9.9,20.6,160.0,Deep Moonquake,82,,1975-11-29,1975-11
1975-11-29 02:37:00,34.6,56.1,933.0,20.9,81.0,109.0,Deep Moonquake,244,"M?, (*) The source depth is assumed to be 933km",1975-11-29,1975-11
1975-11-29 08:15:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1975-11-29,1975-11
1975-11-29 12:58:00,,,,,,,,,,1975-11-29,1975-11
1975-11-29 13:27:00,,,,,,,,,,1975-11-29,1975-11
1975-11-29 18:10:00,0.7,-3.9,747.0,0.7,0.6,62.0,Deep Moonquake,15,C,1975-11-29,1975-11
1975-11-29 21:17:00,,,,,,,,,,1975-11-29,1975-11
1975-11-30 01:11:00,27.7,34.4,974.0,3.0,6.4,42.0,Deep Moonquake,19,,1975-11-30,1975-11
1975-11-30 06:09:00,22.5,29.7,1343.0,5.5,10.7,82.0,Deep Moonquake,37,C,1975-11-30,1975-11
1975-11-30 08:52:00,,,,,,,,,,1975-11-30,1975-11
1975-11-30 10:33:00,,,,,,,Meteoroid Impact,,IMPACT NEAR 14,1975-11-30,1975-11
1975-11-30 13:30:00,34.8,63.0,1014.0,2.1,11.3,26.0,Deep Moonquake,70,,1975-11-30,1975-11
1975-11-30 21:03:00,43.5,55.5,844.0,2.9,9.5,33.0,Deep Moonquake,6,,1975-11-30,1975-11
1975-12-01 01:17:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1975-12-01,1975-12
1975-12-01 16:05:00,,,,,,,Deep Moonquake,,,1975-12-01,1975-12
1975-12-01 18:42:00,,,,,,,,,M?,1975-12-01,1975-12
1975-12-02 06:41:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1975-12-02,1975-12
1975-12-02 18:54:00,24.8,35.7,933.0,5.7,13.5,109.0,Deep Moonquake,287,"C?, (*) The source depth is assumed to be 933km",1975-12-02,1975-12
1975-12-03 01:51:00,,,,,,,Meteoroid Impact,,C EAST OF STATIONS,1975-12-03,1975-12
1975-12-03 05:10:00,,,,,,,,,,1975-12-03,1975-12
1975-12-03 17:05:00,8.6,73.0,933.0,4.9,69.5,109.0,Deep Moonquake,245,(*) The source depth is assumed to be 933km,1975-12-03,1975-12
1975-12-04 02:30:00,,,,,,,Meteoroid Impact,,CLOSE TO ST. 14,1975-12-04,1975-12
1975-12-04 03:10:00,,,,,,,,,C?,1975-12-04,1975-12
1975-12-04 03:58:00,,,,,,,Meteoroid Impact,,15SPZ=42MM,1975-12-04,1975-12
1975-12-04 05:28:00,,,,,,,Meteoroid Impact,,"C NEAR 16, SPZ=6MM",1975-12-04,1975-12
1975-12-04 18:44:00,,,,,,,Meteoroid Impact,,"C NEAR 16, SPZ=38MM",1975-12-04,1975-12
1975-12-04 23:19:00,,,,,,,Meteoroid Impact,,"C NEAR 16, SPZ=9MM",1975-12-04,1975-12
1975-12-05 07:20:00,,,,,,,,,,1975-12-05,1975-12
1975-12-05 14:40:00,-40.6,-3.8,862.0,14.8,1.6,88.0,Deep Moonquake,201,,1975-12-05,1975-12
1975-12-05 16:18:00,,,,,,,,,,1975-12-05,1975-12
1975-12-06 03:01:00,,,,,,,Meteoroid Impact,,C,1975-12-06,1975-12
1975-12-06 08:02:00,,,,,,,Meteoroid Impact,,C,1975-12-06,1975-12
1975-12-06 09:12:00,,,,,,,Meteoroid Impact,,,1975-12-06,1975-12
1975-12-06 15:57:00,,,,,,,Meteoroid Impact,,C NEAR 14,1975-12-06,1975-12
1975-12-06 16:11:00,,,,,,,Meteoroid Impact,,"C NEAR 16, SPZ=12MM",1975-12-06,1975-12
1975-12-07 18:02:00,,,,,,,,,,1975-12-07,1975-12
1975-12-08 16:46:00,,,,,,,Meteoroid Impact,,,1975-12-08,1975-12
1975-12-08 19:08:00,,,,,,,Meteoroid Impact,,,1975-12-08,1975-12
1975-12-08 23:18:00,,,,,,,Meteoroid Impact,,,1975-12-08,1975-12
1975-12-09 12:13:00,,,,,,,Meteoroid Impact,,,1975-12-09,1975-12
1975-12-09 23:37:00,,,,,,,Meteoroid Impact,,"14SPZ=4MM,SHORT RT",1975-12-09,1975-12
1975-12-10 01:13:00,,,,,,,Meteoroid Impact,,14SPZ=2.8MM,1975-12-10,1975-12
1975-12-10 07:18:00,,,,,,,Meteoroid Impact,,LPZ AMP. SPZ CLIPPED,1975-12-10,1975-12
1975-12-10 07:32:00,,,,,,,Meteoroid Impact,,14SPZ=8.5MM,1975-12-10,1975-12
1975-12-10 10:35:00,,,,,,,,,C?,1975-12-10,1975-12
1975-12-10 16:03:00,,,,,,,,,,1975-12-10,1975-12
1975-12-10 17:17:00,,,,,,,,,C?,1975-12-10,1975-12
1975-12-11 02:23:00,,,,,,,,,C?,1975-12-11,1975-12
1975-12-11 08:58:00,,,,,,,,,C?,1975-12-11,1975-12
1975-12-11 11:11:00,-35.7,-40.3,988.0,4.9,6.7,21.0,Deep Moonquake,10,,1975-12-11,1975-12
1975-12-11 12:35:00,,,,,,,,,C?,1975-12-11,1975-12
1975-12-11 14:20:00,,,,,,,Meteoroid Impact,,,1975-12-11,1975-12
1975-12-11 16:00:00,,,,,,,Deep Moonquake,316,M?,1975-12-11,1975-12
1975-12-12 17:03:00,-6.0,-19.7,1037.0,2.4,3.6,68.0,Deep Moonquake,9,,1975-12-12,1975-12
1975-12-13 11:18:00,,,,,,,,,C?,1975-12-13,1975-12
1975-12-13 15:21:00,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,M?,1975-12-13,1975-12
1975-12-14 03:38:00,,,,,,,Meteoroid Impact,,,1975-12-14,1975-12
1975-12-14 12:13:00,,,,,,,Suspected Long-period Thermal Moonquake,503,M?,1975-12-14,1975-12
1975-12-14 16:32:00,-19.1,-41.7,973.0,3.0,5.6,23.0,Deep Moonquake,13,C?,1975-12-14,1975-12
1975-12-14 22:13:00,,,,,,,Meteoroid Impact,,,1975-12-14,1975-12
1975-12-15 06:29:00,,,,,,,Mostly Short-period Event,,SPZ=7MM,1975-12-15,1975-12
1975-12-15 07:04:00,,,,,,,Mostly Short-period Event,,SPZ=3MM,1975-12-15,1975-12
1975-12-15 15:18:00,14.3,5.2,1122.0,2.6,2.0,90.0,Deep Moonquake,26,C?,1975-12-15,1975-12
1975-12-16 00:53:00,-8.4,17.9,989.0,2.4,3.8,71.0,Deep Moonquake,97,,1975-12-16,1975-12
1975-12-16 03:24:00,,,,,,,Deep Moonquake,393,,1975-12-16,1975-12
1975-12-16 03:49:00,12.3,37.7,1125.0,1.4,8.0,56.0,Deep Moonquake,51,,1975-12-16,1975-12
1975-12-16 04:18:00,-2.4,-73.3,878.0,4.4,32.3,107.0,Deep Moonquake,218,,1975-12-16,1975-12
1975-12-16 08:21:00,6.2,11.9,794.0,0.6,1.8,64.0,Deep Moonquake,96,,1975-12-16,1975-12
1975-12-16 13:02:00,,,,,,,,,,1975-12-16,1975-12
1975-12-16 16:56:00,,,,,,,,,,1975-12-16,1975-12
1975-12-17 08:57:00,,,,,,,Meteoroid Impact,,C NORTH OF STATIONS,1975-12-17,1975-12
1975-12-17 12:43:00,,,,,,,,,,1975-12-17,1975-12
1975-12-18 03:44:00,-28.4,-66.6,933.0,8.9,9.2,109.0,Deep Moonquake,204,(*) The source depth is assumed to be 933km,1975-12-18,1975-12
1975-12-18 13:50:00,,,,,,,,,?,1975-12-18,1975-12
1975-12-18 17:43:00,,,,,,,Mostly Short-period Event,,SPZ=9MM,1975-12-18,1975-12
1975-12-18 21:17:00,,,,,,,Mostly Short-period Event,,SPZ=8MM,1975-12-18,1975-12
1975-12-19 02:14:00,,,,,,,,,,1975-12-19,1975-12
1975-12-19 18:20:00,,,,,,,,,,1975-12-19,1975-12
1975-12-20 02:26:00,,,,,,,,,SPZ14=2MM,1975-12-20,1975-12
1975-12-20 07:53:00,,,,,,,,,,1975-12-20,1975-12
1975-12-20 10:00:00,13.8,-29.2,847.0,1.3,3.9,45.0,Deep Moonquake,41,,1975-12-20,1975-12
1975-12-20 15:24:00,,,,,,,,,,1975-12-20,1975-12
1975-12-21 00:41:00,,,,,,,,,,1975-12-21,1975-12
1975-12-21 17:16:00,,,,,,,,,,1975-12-21,1975-12
1975-12-21 17:26:00,2.4,46.1,933.0,2.7,20.2,109.0,Deep Moonquake,280,(*) The source depth is assumed to be 933km,1975-12-21,1975-12
1975-12-21 18:46:00,,,,,,,Deep Moonquake,72,,1975-12-21,1975-12
1975-12-21 23:00:00,,,,,,,,,,1975-12-21,1975-12
1975-12-22 17:20:00,,,,,,,,,,1975-12-22,1975-12
1975-12-23 15:58:00,,,,,,,Meteoroid Impact,,16SPZ=11MM,1975-12-23,1975-12
1975-12-24 06:18:00,,,,,,,,,,1975-12-24,1975-12
1975-12-24 09:12:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1975-12-24,1975-12
1975-12-24 11:26:00,,,,,,,Meteoroid Impact,,VERY FAR AWAY,1975-12-24,1975-12
1975-12-24 11:44:00,43.5,55.5,844.0,2.9,9.5,33.0,Deep Moonquake,6,,1975-12-24,1975-12
1975-12-26 00:32:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1975-12-26,1975-12
1975-12-26 02:47:00,27.5,34.3,919.0,9.9,20.6,160.0,Deep Moonquake,82,,1975-12-26,1975-12
1975-12-26 17:35:00,34.6,56.1,933.0,20.9,81.0,109.0,Deep Moonquake,244,(*) The source depth is assumed to be 933km,1975-12-26,1975-12
1975-12-26 22:14:00,0.7,-3.9,747.0,0.7,0.6,62.0,Deep Moonquake,15,,1975-12-26,1975-12
1975-12-27 05:47:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1975-12-27,1975-12
1975-12-27 06:31:00,,,,,,,Meteoroid Impact,,,1975-12-27,1975-12
1975-12-28 00:37:00,34.8,63.0,1014.0,2.1,11.3,26.0,Deep Moonquake,70,,1975-12-28,1975-12
1975-12-28 11:25:00,,,,,,,Deep Moonquake,89,,1975-12-28,1975-12
1975-12-28 12:46:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1975-12-28,1975-12
1975-12-28 15:21:00,,,,,,,Meteoroid Impact,,,1975-12-28,1975-12
1975-12-30 10:29:00,24.8,35.7,933.0,5.7,13.5,109.0,Deep Moonquake,287,(*) The source depth is assumed to be 933km,1975-12-30,1975-12
1975-12-31 01:49:00,,,,,,,Meteoroid Impact,,,1975-12-31,1975-12
1975-12-31 02:24:00,,,,,,,Meteoroid Impact,,,1975-12-31,1975-12
1975-12-31 03:08:00,,,,,,,,,,1975-12-31,1975-12
1975-12-31 10:28:00,,,,,,,,,C? 16SPZ=5.4MM,1975-12-31,1975-12
1975-12-31 17:48:00,,,,,,,,,C?,1975-12-31,1975-12
1976-01-01 06:18:00,,,,,,,Meteoroid Impact,,,1976-01-01,1976-01
1976-01-01 11:01:00,34.3,45.0,933.0,12.0,29.9,109.0,Deep Moonquake,231,"DATA GAP AT CODA AT ST14, (*) The source depth is assumed to be 933km",1976-01-01,1976-01
1976-01-03 06:10:00,,,,,,,Meteoroid Impact,,SPZ16 14.5MM,1976-01-03,1976-01
1976-01-03 11:33:00,,,,,,,,,,1976-01-03,1976-01
1976-01-03 17:25:00,-40.6,-3.8,862.0,14.8,1.6,88.0,Deep Moonquake,201,,1976-01-03,1976-01
1976-01-04 08:25:00,,,,,,,,,,1976-01-04,1976-01
1976-01-04 11:20:00,44.5,30.5,88.0,3.2,3.7,38.8,Shallow Moonquake,,"LRGST AMP SPZ15,S-P=2MIN",1976-01-04,1976-01
1976-01-04 14:33:00,,,,,,,,,"C? CLOSE TO 15, SPZ15=11MM",1976-01-04,1976-01
1976-01-04 15:46:00,,,,,,,,,,1976-01-04,1976-01
1976-01-05 07:08:00,,,,,,,Meteoroid Impact,,BAD DATA AT 12,1976-01-05,1976-01
1976-01-06 15:20:00,,,,,,,,,C?,1976-01-06,1976-01
1976-01-06 17:27:00,,,,,,,Deep Moonquake,221,C?,1976-01-06,1976-01
1976-01-06 23:38:00,,,,,,,Deep Moonquake,94,C?,1976-01-06,1976-01
1976-01-07 13:25:00,-16.9,-14.6,933.0,4.5,1.8,6.0,Deep Moonquake,39,"C, The source position is decided by (Khan and Mosegaard, 2002)",1976-01-07,1976-01
1976-01-07 14:30:00,,,,,,,Meteoroid Impact,,,1976-01-07,1976-01
1976-01-08 04:45:00,25.0,43.6,944.0,2.7,7.3,38.0,Deep Moonquake,32,,1976-01-08,1976-01
1976-01-08 12:10:00,-35.7,-40.3,988.0,4.9,6.7,21.0,Deep Moonquake,10,,1976-01-08,1976-01
1976-01-08 20:20:00,24.1,26.1,933.0,5.1,8.2,109.0,Deep Moonquake,233,"M?, (*) The source depth is assumed to be 933km",1976-01-08,1976-01
1976-01-08 21:55:00,,,,,,,Deep Moonquake,208,C?,1976-01-08,1976-01
1976-01-08 22:22:00,-6.0,-19.7,1037.0,2.4,3.6,68.0,Deep Moonquake,9,,1976-01-08,1976-01
1976-01-09 01:50:00,,,,,,,Deep Moonquake,75,,1976-01-09,1976-01
1976-01-09 13:25:00,-13.7,-21.6,764.0,3.9,4.5,81.0,Deep Moonquake,216,C?,1976-01-09,1976-01
1976-01-09 23:41:00,-53.2,-54.4,933.0,4.6,11.4,109.0,Deep Moonquake,281,"M?, (*) The source depth is assumed to be 933km",1976-01-09,1976-01
1976-01-10 02:40:00,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1976-01-10,1976-01
1976-01-10 15:37:00,,,,,,,Deep Moonquake,79,,1976-01-10,1976-01
1976-01-10 20:20:00,,,,,,,Deep Moonquake,69,,1976-01-10,1976-01
1976-01-11 10:07:00,-19.1,-41.7,973.0,3.0,5.6,23.0,Deep Moonquake,13,M?,1976-01-11,1976-01
1976-01-12 02:22:00,,,,,,,Suspected Long-period Thermal Moonquake,503,,1976-01-12,1976-01
1976-01-12 05:13:00,-8.4,17.9,989.0,2.4,3.8,71.0,Deep Moonquake,97,,1976-01-12,1976-01
1976-01-12 07:20:00,15.5,55.6,755.0,1.2,7.5,44.0,Deep Moonquake,114,,1976-01-12,1976-01
1976-01-12 07:45:00,,,,,,,,,,1976-01-12,1976-01
1976-01-12 08:22:00,38.0,44.0,100.0,,,,Shallow Moonquake,,"STRONG SPZ AT 15&16, The source position is decided by (Nakamura et al., 1979)",1976-01-12,1976-01
1976-01-12 10:11:00,,,,,,,Suspected Long-period Thermal Moonquake,503,,1976-01-12,1976-01
1976-01-12 12:04:00,,,,,,,,,,1976-01-12,1976-01
1976-01-12 12:42:00,,,,,,,,,,1976-01-12,1976-01
1976-01-12 17:46:00,6.2,11.9,794.0,0.6,1.8,64.0,Deep Moonquake,96,,1976-01-12,1976-01
1976-01-12 18:05:00,,,,,,,Suspected Long-period Thermal Moonquake,503,,1976-01-12,1976-01
1976-01-12 22:55:00,,,,,,,Meteoroid Impact,,C 14SPZ=8MM,1976-01-12,1976-01
1976-01-13 00:14:00,,,,,,,Suspected Long-period Thermal Moonquake,503,,1976-01-13,1976-01
1976-01-13 07:14:00,-38.17,59.78,0.0,,,,Meteoroid Impact,,14&16 AMP.ESTIMATED,1976-01-13,1976-01
1976-01-14 04:36:00,,,,,,,,,,1976-01-14,1976-01
1976-01-14 13:33:00,,,,,,,,,,1976-01-14,1976-01
1976-01-15 04:47:00,53.8,35.2,933.0,6.8,19.2,109.0,Deep Moonquake,271,(*) The source depth is assumed to be 933km,1976-01-15,1976-01
1976-01-17 01:05:00,,,,,,,,,,1976-01-17,1976-01
1976-01-17 18:30:00,,,,,,,Meteoroid Impact,,SPZ=18MM,1976-01-17,1976-01
1976-01-19 08:07:00,,,,,,,Meteoroid Impact,,,1976-01-19,1976-01
1976-01-19 16:23:00,,,,,,,,,,1976-01-19,1976-01
1976-01-20 05:02:00,,,,,,,Deep Moonquake,232,,1976-01-20,1976-01
1976-01-20 09:29:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1976-01-20,1976-01
1976-01-20 10:35:00,43.5,55.5,844.0,2.9,9.5,33.0,Deep Moonquake,6,,1976-01-20,1976-01
1976-01-20 23:54:00,43.5,55.5,844.0,2.9,9.5,33.0,Deep Moonquake,6,,1976-01-20,1976-01
1976-01-21 00:57:00,43.5,55.5,844.0,2.9,9.5,33.0,Deep Moonquake,6,,1976-01-21,1976-01
1976-01-21 11:32:00,,,,,,,Meteoroid Impact,,CLOSEST TO 15,1976-01-21,1976-01
1976-01-22 01:04:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1976-01-22,1976-01
1976-01-22 06:13:00,17.4,-39.1,702.0,1.5,3.4,10.0,Deep Moonquake,5,"The source position is decided by (Khan and Mosegaard, 2002)",1976-01-22,1976-01
1976-01-22 13:15:00,,,,,,,,,,1976-01-22,1976-01
1976-01-23 11:14:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1976-01-23,1976-01
1976-01-24 02:18:00,,,,,,,Deep Moonquake,89,,1976-01-24,1976-01
1976-01-24 09:05:00,-8.4,17.9,989.0,2.4,3.8,71.0,Deep Moonquake,97,,1976-01-24,1976-01
1976-01-25 16:10:00,-2.5,-71.4,0.0,5.0,1.7,,Meteoroid Impact,,"CLOSEST TO A12, The source position is decided by (Khan and Mosegaard, 2002)",1976-01-25,1976-01
1976-01-26 00:31:00,,,,,,,Suspected Long-period Thermal Moonquake,502,,1976-01-26,1976-01
1976-01-26 03:02:00,24.8,35.7,933.0,5.7,13.5,109.0,Deep Moonquake,287,"16Y BEHEADED BY DATA GAP, (*) The source depth is assumed to be 933km",1976-01-26,1976-01
1976-01-27 01:20:00,,,,,,,,,TWO EVENTS?,1976-01-27,1976-01
1976-01-27 07:02:00,,,,,,,Meteoroid Impact,,,1976-01-27,1976-01
1976-01-27 11:21:00,,,,,,,,,,1976-01-27,1976-01
1976-01-27 12:57:00,,,,,,,Meteoroid Impact,,,1976-01-27,1976-01
1976-01-27 19:25:00,,,,,,,Suspected Long-period Thermal Moonquake,503,,1976-01-27,1976-01
1976-01-28 03:46:00,,,,,,,,,,1976-01-28,1976-01
1976-01-28 11:57:00,,,,,,,,,C?,1976-01-28,1976-01
1976-01-28 17:27:00,,,,,,,,,,1976-01-28,1976-01
1976-01-29 14:53:00,,,,,,,,,,1976-01-29,1976-01
1976-01-31 16:52:00,,,,,,,Meteoroid Impact,,,1976-01-31,1976-01
1976-02-01 01:20:00,,,,,,,,,M?,1976-02-01,1976-02
1976-02-01 08:00:00,,,,,,,,,SPZ16 35MM -CLOSE IMPACT?,1976-02-01,1976-02
1976-02-01 08:28:00,,,,,,,,,SPZ16 64MM -CLOSE IMPACT?,1976-02-01,1976-02
1976-02-02 01:06:00,,,,,,,,,,1976-02-02,1976-02
1976-02-02 10:51:00,,,,,,,Mostly Short-period Event,,SPZ=13MM,1976-02-02,1976-02
1976-02-03 06:43:00,,,,,,,Deep Moonquake,205,,1976-02-03,1976-02
1976-02-03 10:53:00,,,,,,,,,,1976-02-03,1976-02
1976-02-04 05:05:00,,,,,,,,,,1976-02-04,1976-02
1976-02-04 10:53:00,-35.7,-40.3,988.0,4.9,6.7,21.0,Deep Moonquake,10,,1976-02-04,1976-02
1976-02-04 16:05:00,,,,,,,Deep Moonquake,284,,1976-02-04,1976-02
1976-02-04 17:30:00,,,,,,,,,,1976-02-04,1976-02
1976-02-04 17:35:00,-6.0,-19.7,1037.0,2.4,3.6,68.0,Deep Moonquake,9,,1976-02-04,1976-02
1976-02-04 22:06:00,24.1,26.1,933.0,5.1,8.2,109.0,Deep Moonquake,233,(*) The source depth is assumed to be 933km,1976-02-04,1976-02
1976-02-05 02:58:00,,,,,,,,,,1976-02-05,1976-02
1976-02-05 07:34:00,25.0,43.6,944.0,2.7,7.3,38.0,Deep Moonquake,32,,1976-02-05,1976-02
1976-02-05 08:50:00,,,,,,,,,,1976-02-05,1976-02
1976-02-05 14:26:00,,,,,,,Meteoroid Impact,,SYNC ERRORS,1976-02-05,1976-02
1976-02-05 19:12:00,,,,,,,Meteoroid Impact,,SPZ = 9MM,1976-02-05,1976-02
1976-02-05 20:17:00,,,,,,,Deep Moonquake,256,,1976-02-05,1976-02
1976-02-05 22:52:00,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1976-02-05,1976-02
1976-02-06 00:05:00,,,,,,,,,,1976-02-06,1976-02
1976-02-06 00:59:00,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1976-02-06,1976-02
1976-02-06 07:54:00,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1976-02-06,1976-02
1976-02-06 16:40:00,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1976-02-06,1976-02
1976-02-06 19:54:00,,,,,,,,,16 SR @037-1958,1976-02-06,1976-02
1976-02-07 04:16:00,,,,,,,Deep Moonquake,79,,1976-02-07,1976-02
1976-02-07 04:36:00,,,,,,,Deep Moonquake,69,,1976-02-07,1976-02
1976-02-07 15:32:00,,,,,,,,,,1976-02-07,1976-02
1976-02-07 22:33:00,53.8,35.2,933.0,6.8,19.2,109.0,Deep Moonquake,271,(*) The source depth is assumed to be 933km,1976-02-07,1976-02
1976-02-08 02:28:00,,,,,,,,,,1976-02-08,1976-02
1976-02-08 04:50:00,,,,,,,Meteoroid Impact,,SPZ = 13MM,1976-02-08,1976-02
1976-02-08 11:14:00,-19.1,-41.7,973.0,3.0,5.6,23.0,Deep Moonquake,13,15SR @039-0702,1976-02-08,1976-02
1976-02-09 20:27:00,,,,,,,,,M?,1976-02-09,1976-02
1976-02-10 06:02:00,,,,,,,,,M?,1976-02-10,1976-02
1976-02-10 07:05:00,,,,,,,,,,1976-02-10,1976-02
1976-02-11 01:03:00,,,,,,,Suspected Long-period Thermal Moonquake,503,X,1976-02-11,1976-02
1976-02-11 03:23:00,,,,,,,,,M?,1976-02-11,1976-02
1976-02-11 20:28:00,43.5,55.5,844.0,2.9,9.5,33.0,Deep Moonquake,6,,1976-02-11,1976-02
1976-02-12 00:58:00,,,,,,,,,,1976-02-12,1976-02
1976-02-12 06:05:00,,,,,,,,,,1976-02-12,1976-02
1976-02-13 11:49:00,,,,,,,Meteoroid Impact,,X,1976-02-13,1976-02
1976-02-13 19:38:00,,,,,,,Meteoroid Impact,,X,1976-02-13,1976-02
1976-02-14 08:13:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1976-02-14,1976-02
1976-02-15 11:41:00,,,,,,,Meteoroid Impact,,X,1976-02-15,1976-02
1976-02-16 03:49:00,24.6,-23.4,1419.0,8.4,11.1,96.0,Deep Moonquake,77,,1976-02-16,1976-02
1976-02-16 06:02:00,,,,,,,Meteoroid Impact,,"C NEAR 15, SPZ=32MM",1976-02-16,1976-02
1976-02-16 06:37:00,,,,,,,,,,1976-02-16,1976-02
1976-02-16 06:50:00,,,,,,,Deep Moonquake,441,,1976-02-16,1976-02
1976-02-16 11:53:00,,,,,,,,,SYNC ERRORS @12,1976-02-16,1976-02
1976-02-16 12:27:00,,,,,,,,,,1976-02-16,1976-02
1976-02-16 12:51:00,-3.6,21.5,933.0,2.8,5.7,109.0,Deep Moonquake,250,(*) The source depth is assumed to be 933km,1976-02-16,1976-02
1976-02-16 16:38:00,,,,,,,,,"C NEAR 15, SPZ=8MM",1976-02-16,1976-02
1976-02-16 16:40:00,46.6,42.3,861.0,3.9,8.2,25.0,Deep Moonquake,65,?,1976-02-16,1976-02
1976-02-16 16:55:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1976-02-16,1976-02
1976-02-16 17:25:00,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1976-02-16,1976-02
1976-02-16 18:43:00,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1976-02-16,1976-02
1976-02-16 21:44:00,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1976-02-16,1976-02
1976-02-16 23:26:00,43.5,55.5,844.0,2.9,9.5,33.0,Deep Moonquake,6,,1976-02-16,1976-02
1976-02-17 01:14:00,25.0,53.2,893.0,1.7,8.0,27.0,Deep Moonquake,7,,1976-02-17,1976-02
1976-02-17 06:05:00,21.6,43.6,788.0,1.8,5.9,29.0,Deep Moonquake,22,DISTINCT S,1976-02-17,1976-02
1976-02-17 17:27:00,43.5,55.5,844.0,2.9,9.5,33.0,Deep Moonquake,6,,1976-02-17,1976-02
1976-02-17 19:22:00,-35.7,-40.3,988.0,4.9,6.7,21.0,Deep Moonquake,10,,1976-02-17,1976-02
1976-02-17 23:44:00,34.7,60.1,1043.0,2.5,10.6,30.0,Deep Moonquake,74,,1976-02-17,1976-02
1976-02-18 02:23:00,43.5,55.5,844.0,2.9,9.5,33.0,Deep Moonquake,6,DISTINCT S,1976-02-18,1976-02
1976-02-18 04:27:00,,,,,,,,,NO SPZ. DISTANT C OR M?,1976-02-18,1976-02
1976-02-18 06:56:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1976-02-18,1976-02
1976-02-18 10:37:00,43.5,55.5,844.0,2.9,9.5,33.0,Deep Moonquake,6,,1976-02-18,1976-02
1976-02-18 13:31:00,,,,,,,,,,1976-02-18,1976-02
1976-02-18 16:35:00,17.4,-39.1,702.0,1.5,3.4,10.0,Deep Moonquake,5,"M?, The source position is decided by (Khan and Mosegaard, 2002)",1976-02-18,1976-02
1976-02-19 04:22:00,,,,,,,,,,1976-02-19,1976-02
1976-02-19 10:32:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,14LPX READ,1976-02-19,1976-02
1976-02-19 20:43:00,,,,,,,,,,1976-02-19,1976-02
1976-02-20 11:32:00,,,,,,,,,14 LPX READ,1976-02-20,1976-02
1976-02-20 13:03:00,,,,,,,,,14LPX READ,1976-02-20,1976-02
1976-02-20 18:46:00,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,14LPX READ,1976-02-20,1976-02
1976-02-21 06:50:00,,,,,,,,,16SS @052/1500,1976-02-21,1976-02
1976-02-24 02:18:00,,,,,,,,,SS @14 055/0210,1976-02-24,1976-02
1976-02-24 08:45:00,,,,,,,,,SS @12 055/1520,1976-02-24,1976-02
1976-02-24 20:30:00,,,,,,,,,,1976-02-24,1976-02
1976-02-24 21:04:00,,,,,,,,,,1976-02-24,1976-02
1976-02-25 00:23:00,,,,,,,Meteoroid Impact,,,1976-02-25,1976-02
1976-02-26 01:32:00,,,,,,,Deep Moonquake,228,DATA GAP FOLLOWS,1976-02-26,1976-02
1976-02-26 13:15:00,,,,,,,,,,1976-02-26,1976-02
1976-02-27 20:14:00,,,,,,,Meteoroid Impact,,16SPZ=8MM,1976-02-27,1976-02
1976-02-28 20:28:00,,,,,,,,,C?,1976-02-28,1976-02
1976-02-29 19:25:00,-16.9,-14.6,933.0,4.5,1.8,6.0,Deep Moonquake,39,"The source position is decided by (Khan and Mosegaard, 2002)",1976-02-29,1976-02
1976-03-01 00:33:00,,,,,,,,,61,1976-03-01,1976-03
1976-03-01 01:29:00,,,,,,,,,61,1976-03-01,1976-03
1976-03-01 04:37:00,,,,,,,,,62,1976-03-01,1976-03
1976-03-01 09:00:00,,,,,,,,,BEHEADED                   63,1976-03-01,1976-03
